species,genomes,superkingdom,doubling_h,growth_tmp,Representative.genome
Trichormus sp000009705,RS_GCF_014696775.1,Bacteria,16,28,RS_GCF_000009705.1
Trichormus variabilis,RS_GCF_009856605.1,Bacteria,6.10086004647239,NA,RS_GCF_009856605.1
Trichormus variabilis,RS_GCF_020102815.1,Bacteria,6.10086004647239,NA,RS_GCF_009856605.1
Trichormus variabilis,RS_GCF_009498015.1,Bacteria,6.10086004647239,NA,RS_GCF_009856605.1
Trichormus variabilis,RS_GCF_014222145.1,Bacteria,6.10086004647239,NA,RS_GCF_009856605.1
Trichormus variabilis,RS_GCF_014697165.1,Bacteria,6.10086004647239,NA,RS_GCF_009856605.1
Tropheryma whipplei,RS_GCF_000359305.2,Bacteria,28,37,RS_GCF_000007485.1
Tropheryma whipplei,RS_GCF_000359385.1,Bacteria,28,37,RS_GCF_000007485.1
Tropheryma whipplei,RS_GCF_000359285.2,Bacteria,28,37,RS_GCF_000007485.1
Tropheryma whipplei,RS_GCF_000007485.1,Bacteria,28,37,RS_GCF_000007485.1
Tropheryma whipplei,RS_GCF_000359205.2,Bacteria,28,37,RS_GCF_000007485.1
Ureaplasma urealyticum,RS_GCF_000255435.1,Bacteria,1.5,37,RS_GCF_000169535.1
Ureaplasma urealyticum,RS_GCF_021460055.1,Bacteria,1.5,37,RS_GCF_000169535.1
Ureaplasma urealyticum,RS_GCF_000255415.1,Bacteria,1.5,37,RS_GCF_000169535.1
Ureaplasma urealyticum,RS_GCF_000021265.1,Bacteria,1.5,37,RS_GCF_000169535.1
Ureaplasma urealyticum,RS_GCF_000171395.1,Bacteria,1.5,37,RS_GCF_000169535.1
Ureaplasma urealyticum,RS_GCF_000169535.1,Bacteria,1.5,37,RS_GCF_000169535.1
Vibrio cholerae,RS_GCF_001248905.1,Bacteria,0.353333333333333,NA,RS_GCF_000621645.1
Vibrio cholerae,RS_GCF_001255915.1,Bacteria,0.353333333333333,NA,RS_GCF_000621645.1
Vibrio cholerae,RS_GCF_000237765.1,Bacteria,0.353333333333333,NA,RS_GCF_000621645.1
Vibrio cholerae,RS_GCF_001471585.2,Bacteria,0.353333333333333,NA,RS_GCF_000621645.1
Vibrio cholerae,RS_GCF_000279435.1,Bacteria,0.353333333333333,NA,RS_GCF_000621645.1
Vibrio cholerae,RS_GCF_000621645.1,Bacteria,0.353333333333333,NA,RS_GCF_000621645.1
Vibrio diabolicus,RS_GCF_000962815.1,Bacteria,0.25,36.1,GB_GCA_001048675.1
Vibrio diabolicus,RS_GCF_021440305.1,Bacteria,0.25,36.1,GB_GCA_001048675.1
Vibrio diabolicus,RS_GCF_024748225.1,Bacteria,0.25,36.1,GB_GCA_001048675.1
Vibrio diabolicus,RS_GCF_016825335.1,Bacteria,0.25,36.1,GB_GCA_001048675.1
Vibrio diabolicus,RS_GCF_947503745.1,Bacteria,0.25,36.1,GB_GCA_001048675.1
Vibrio diabolicus,GB_GCA_001048675.1,Bacteria,0.25,36.1,GB_GCA_001048675.1
Vibrio natriegens,RS_GCF_022832815.1,Bacteria,0.16,37,RS_GCF_000417905.1
Vibrio natriegens,RS_GCF_022397855.1,Bacteria,0.16,37,RS_GCF_000417905.1
Vibrio natriegens,RS_GCF_000241385.1,Bacteria,0.16,37,RS_GCF_000417905.1
Vibrio natriegens,RS_GCF_001680065.1,Bacteria,0.16,37,RS_GCF_000417905.1
Vibrio natriegens,GB_GCA_921292965.1,Bacteria,0.16,37,RS_GCF_000417905.1
Vibrio natriegens,RS_GCF_000417905.1,Bacteria,0.16,37,RS_GCF_000417905.1
Vibrio parahaemolyticus,RS_GCF_905331975.1,Bacteria,0.23,35,RS_GCF_900460535.1
Vibrio parahaemolyticus,RS_GCF_001609635.1,Bacteria,0.23,35,RS_GCF_900460535.1
Vibrio parahaemolyticus,RS_GCF_000490695.1,Bacteria,0.23,35,RS_GCF_900460535.1
Vibrio parahaemolyticus,RS_GCF_024746555.1,Bacteria,0.23,35,RS_GCF_900460535.1
Vibrio parahaemolyticus,RS_GCF_006373385.1,Bacteria,0.23,35,RS_GCF_900460535.1
Vibrio parahaemolyticus,RS_GCF_900460535.1,Bacteria,0.23,35,RS_GCF_900460535.1
Vibrio vulnificus,RS_GCF_030144155.1,Bacteria,0.25,37,RS_GCF_002224265.1
Vibrio vulnificus,RS_GCF_000299635.1,Bacteria,0.25,37,RS_GCF_002224265.1
Vibrio vulnificus,RS_GCF_002278455.1,Bacteria,0.25,37,RS_GCF_002224265.1
Vibrio vulnificus,RS_GCF_008693685.1,Bacteria,0.25,37,RS_GCF_002224265.1
Vibrio vulnificus,RS_GCF_002215135.1,Bacteria,0.25,37,RS_GCF_002224265.1
Vibrio vulnificus,RS_GCF_002224265.1,Bacteria,0.25,37,RS_GCF_002224265.1
Virgibacillus halodenitrificans,RS_GCF_001878675.1,Bacteria,1.25,37.8,RS_GCF_001310895.1
Virgibacillus halodenitrificans,RS_GCF_900162105.1,Bacteria,1.25,37.8,RS_GCF_001310895.1
Virgibacillus halodenitrificans,RS_GCF_001310895.1,Bacteria,1.25,37.8,RS_GCF_001310895.1
Virgibacillus halodenitrificans,RS_GCF_014656855.1,Bacteria,1.25,37.8,RS_GCF_001310895.1
Virgibacillus halodenitrificans,RS_GCF_030122745.1,Bacteria,1.25,37.8,RS_GCF_001310895.1
Wolbachia sp000008385,GB_GCA_902646615.1,Bacteria,14,28,RS_GCF_000008385.1
Wolbachia sp000008385,GB_GCA_902646675.1,Bacteria,14,28,RS_GCF_000008385.1
Wolbachia sp000008385,GB_GCA_902646595.1,Bacteria,14,28,RS_GCF_000008385.1
Wolbachia sp000008385,GB_GCA_902646445.1,Bacteria,14,28,RS_GCF_000008385.1
Wolbachia sp000008385,GB_GCA_902646515.1,Bacteria,14,28,RS_GCF_000008385.1
Wolbachia sp000008385,RS_GCF_000008385.1,Bacteria,14,28,RS_GCF_000008385.1
Wolinella succinogenes,RS_GCF_900637325.1,Bacteria,1,37,RS_GCF_000196135.1
Wolinella succinogenes,GB_GCA_937959305.1,Bacteria,1,37,RS_GCF_000196135.1
Wolinella succinogenes,RS_GCF_029267715.1,Bacteria,1,37,RS_GCF_000196135.1
Wolinella succinogenes,GB_GCA_023395995.1,Bacteria,1,37,RS_GCF_000196135.1
Wolinella succinogenes,RS_GCF_000196135.1,Bacteria,1,37,RS_GCF_000196135.1
Xanthomonas axonopodis,RS_GCF_001401595.1,Bacteria,4.45,28,RS_GCF_001304695.1
Xanthomonas axonopodis,RS_GCF_013177355.1,Bacteria,4.45,28,RS_GCF_001304695.1
Xanthomonas axonopodis,RS_GCF_001304695.1,Bacteria,4.45,28,RS_GCF_001304695.1
Xanthomonas axonopodis,RS_GCF_002939725.1,Bacteria,4.45,28,RS_GCF_001304695.1
Xanthomonas axonopodis,RS_GCF_003111925.1,Bacteria,4.45,28,RS_GCF_001304695.1
Xanthomonas oryzae,RS_GCF_022559705.1,Bacteria,4.5,28,RS_GCF_004136375.1
Xanthomonas oryzae,RS_GCF_003294095.1,Bacteria,4.5,28,RS_GCF_004136375.1
Xanthomonas oryzae,GB_GCA_003295855.1,Bacteria,4.5,28,RS_GCF_004136375.1
Xanthomonas oryzae,RS_GCF_003294465.1,Bacteria,4.5,28,RS_GCF_004136375.1
Xanthomonas oryzae,RS_GCF_028752255.1,Bacteria,4.5,28,RS_GCF_004136375.1
Xanthomonas oryzae,RS_GCF_004136375.1,Bacteria,4.5,28,RS_GCF_004136375.1
Xanthomonas vasicola,RS_GCF_000772795.1,Bacteria,2.45,25,RS_GCF_000772705.2
Xanthomonas vasicola,RS_GCF_003932615.1,Bacteria,2.45,25,RS_GCF_000772705.2
Xanthomonas vasicola,RS_GCF_003312765.2,Bacteria,2.45,25,RS_GCF_000772705.2
Xanthomonas vasicola,RS_GCF_000277875.1,Bacteria,2.45,25,RS_GCF_000772705.2
Xanthomonas vasicola,RS_GCF_003725155.1,Bacteria,2.45,25,RS_GCF_000772705.2
Xanthomonas vasicola,RS_GCF_000772705.2,Bacteria,2.45,25,RS_GCF_000772705.2
Xylella fastidiosa,RS_GCF_028498245.1,Bacteria,5.07,27.9,RS_GCF_011801475.1
Xylella fastidiosa,RS_GCF_028640725.1,Bacteria,5.07,27.9,RS_GCF_011801475.1
Xylella fastidiosa,RS_GCF_028637485.1,Bacteria,5.07,27.9,RS_GCF_011801475.1
Xylella fastidiosa,RS_GCF_000006725.1,Bacteria,5.07,27.9,RS_GCF_011801475.1
Xylella fastidiosa,RS_GCF_028640485.1,Bacteria,5.07,27.9,RS_GCF_011801475.1
Xylella fastidiosa,RS_GCF_011801475.1,Bacteria,5.07,27.9,RS_GCF_011801475.1
Yersinia pestis,RS_GCF_003010555.1,Bacteria,0.85,28,RS_GCF_900460465.1
Yersinia pestis,RS_GCF_006546745.1,Bacteria,0.85,28,RS_GCF_900460465.1
Yersinia pestis,RS_GCF_000323545.1,Bacteria,0.85,28,RS_GCF_900460465.1
Yersinia pestis,RS_GCF_009670415.1,Bacteria,0.85,28,RS_GCF_900460465.1
Yersinia pestis,RS_GCF_000323865.1,Bacteria,0.85,28,RS_GCF_900460465.1
Yersinia pestis,RS_GCF_900460465.1,Bacteria,0.85,28,RS_GCF_900460465.1
Zymomonas mobilis,RS_GCF_003516235.1,Bacteria,1.7,30,RS_GCF_000175255.2
Zymomonas mobilis,RS_GCF_006539365.1,Bacteria,1.7,30,RS_GCF_000175255.2
Zymomonas mobilis,RS_GCF_003054575.1,Bacteria,1.7,30,RS_GCF_000175255.2
Zymomonas mobilis,RS_GCF_000024245.1,Bacteria,1.7,30,RS_GCF_000175255.2
Zymomonas mobilis,RS_GCF_001563365.1,Bacteria,1.7,30,RS_GCF_000175255.2
Zymomonas mobilis,RS_GCF_000175255.2,Bacteria,1.7,30,RS_GCF_000175255.2
Acidithiobacillus_A caldus,RS_GCF_018853545.1,Bacteria,2.48,45.1,RS_GCF_000175575.2
Acidithiobacillus_A caldus,RS_GCF_018853755.1,Bacteria,2.48,45.1,RS_GCF_000175575.2
Acidithiobacillus_A caldus,RS_GCF_008694225.1,Bacteria,2.48,45.1,RS_GCF_000175575.2
Acidithiobacillus_A caldus,GB_GCA_027310195.1,Bacteria,2.48,45.1,RS_GCF_000175575.2
Acidithiobacillus_A caldus,RS_GCF_001650235.3,Bacteria,2.48,45.1,RS_GCF_000175575.2
Acidithiobacillus_A caldus,RS_GCF_000175575.2,Bacteria,2.48,45.1,RS_GCF_000175575.2
Psychrobacter glacincola_C,RS_GCF_904846075.1,Bacteria,1.51,14.4,RS_GCF_904846075.1
Rhodobacter_F sphaeroides_A,GB_GCA_003243455.1,Bacteria,3.4,27,GB_GCA_003243455.1
Sphaerospermopsis_A aphanizomenoides_A,RS_GCF_001586785.1,Bacteria,11.4569781910735,35,RS_GCF_001586785.1
Sulfobacillus_C benefaciens_A,GB_GCA_003023695.1,Bacteria,3.1,38.5,GB_GCA_003023695.1
Thermosynechococcus elongatus_B,RS_GCF_003555505.1,Bacteria,5.4,45,RS_GCF_003555505.1
